"#","Name","Symbol","Market Cap","Price","Circulating Supply","Volume (24h)","% 1h","% 24h","% 7d","URLS"
589,"Sumokoin","SUMO","$3,872,226","1.37","2827061","$13,846","0.92%","5.66%","7.75%","https://coinmarketcap.com/currencies/sumokoin/"
590,"DigiPulse","DGPT","$3,806,811","2.71","1402641","$42,283","2.13%","38.89%","81.30%","https://coinmarketcap.com/currencies/digipulse/"
591,"NuBits","USNBT","$3,769,237","0.374644","10060851","$1,038,750","-0.39%","5.63%","-18.46%","https://coinmarketcap.com/currencies/nubits/"
592,"Sprouts","SPRTS","$3,754,393","7.3e-07","5134703752397","$12,268","-2.55%","-0.15%","5.82%","https://coinmarketcap.com/currencies/sprouts/"
593,"CryptoPing","PING","$3,727,585","0.374553","9952089","$37,394","-0.16%","2.74%","15.16%","https://coinmarketcap.com/currencies/cryptoping/"
594,"Dovu","DOVU","$3,725,602","0.058401","63793250","$7,744","-0.06%","-5.76%","2.18%","https://coinmarketcap.com/currencies/dovu/"
595,"ZrCoin","ZRC","$3,718,660","0.976758","3807146","$12,436","-0.19%","2.23%","-5.82%","https://coinmarketcap.com/currencies/zrcoin/"
596,"ShareX","SEXC","$3,695,400","0.006546","564553842","$313,619","0.15%","1.20%","-0.67%","https://coinmarketcap.com/currencies/sharex/"
597,"vSlice","VSL","$3,688,581","0.110468","33390496","$1,438","-4.10%","0.55%","-11.99%","https://coinmarketcap.com/currencies/vslice/"
598,"Autonio","NIO","$3,667,931","0.055720","65828135","$8,117","0.01%","-1.19%","13.62%","https://coinmarketcap.com/currencies/autonio/"
599,"MedicCoin","MEDIC","$3,644,012","0.025233","144415693","$7,513","-0.18%","-5.25%","-36.06%","https://coinmarketcap.com/currencies/mediccoin/"
600,"Tracto","TRCT","$3,584,138","0.157359","22776820","$18,413","1.68%","1.34%","-13.48%","https://coinmarketcap.com/currencies/tracto/"
601,"Denarius","DNR","$3,553,861","1.37","2592318","$10,949","-0.19%","0.94%","-30.17%","https://coinmarketcap.com/currencies/denarius-dnr/"
602,"Education Eco...","LEDU","$3,549,278","0.016297","217789857","$108,299","0.28%","-0.51%","-6.57%","https://coinmarketcap.com/currencies/education-ecosystem/"
603,"Bela","BELA","$3,547,438","0.086858","40841900","$43,654","0.11%","-1.11%","0.41%","https://coinmarketcap.com/currencies/belacoin/"
604,"Iungo","ING","$3,522,736","0.088068","40000000","$8,489","1.72%","3.68%","-11.58%","https://coinmarketcap.com/currencies/iungo/"
605,"Bitcloud","BTDX","$3,509,148","0.168478","20828523","$3,961","-0.16%","7.06%","1.00%","https://coinmarketcap.com/currencies/bitcloud/"
606,"DNotes","NOTE","$3,506,526","0.026319","133229202","$4,373","0.08%","12.04%","3.04%","https://coinmarketcap.com/currencies/dnotes/"
607,"Starbase","STAR","$3,490,200","0.018614","187500000","$997","0.15%","-11.25%","?","https://coinmarketcap.com/currencies/starbase/"
608,"BunnyCoin","BUN","$3,488,884","0.000034","102900547058","$1,861","-0.93%","-19.42%","30.50%","https://coinmarketcap.com/currencies/bunnycoin/"
609,"Pareto Network","PARETO","$3,478,625","0.016208","214627933","$17,289","-0.02%","-1.26%","-21.72%","https://coinmarketcap.com/currencies/pareto-network/"
610,"CampusCoin","CMPCO","$3,465,930","0.009203","376605048","$47,650","-1.81%","-0.26%","0.43%","https://coinmarketcap.com/currencies/campuscoin/"
611,"Hawala.Today","HAT","$3,464,305","2.32","1494633","$6,321","-0.09%","-9.20%","-1.66%","https://coinmarketcap.com/currencies/hawala-today/"
612,"Uniform Fisca...","UFO","$3,456,086","0.000964","3586952512","$1,689","-0.19%","-12.14%","-29.22%","https://coinmarketcap.com/currencies/uniform-fiscal-object/"
613,"Elite","1337","$3,455,865","0.000132","26153253642","$3,305","6.43%","5.95%","-34.56%","https://coinmarketcap.com/currencies/1337coin/"
614,"GoldCoin","GLD","$3,446,969","0.084222","40927276","$19,924","0.73%","10.38%","1.38%","https://coinmarketcap.com/currencies/goldcoin/"
615,"Bitcoin Plus","XBC","$3,435,620","31.81","108013","$149,885","-0.20%","5.59%","-19.60%","https://coinmarketcap.com/currencies/bitcoin-plus/"
616,"Internxt","INXT","$3,394,156","5.39","629610","$18,650","13.74%","-13.04%","1.64%","https://coinmarketcap.com/currencies/internxt/"
617,"Experty","EXY","$3,380,464","0.124794","27088352","$24,540","0.05%","-1.82%","-13.35%","https://coinmarketcap.com/currencies/experty/"
618,"Devery","EVE","$3,361,391","0.053425","62918410","$9,315","-4.15%","-0.93%","-13.29%","https://coinmarketcap.com/currencies/devery/"
619,"VeriumReserve","VRM","$3,355,877","2.15","1561280","$19,894","-0.38%","7.74%","-11.07%","https://coinmarketcap.com/currencies/veriumreserve/"
620,"HollyWoodCoin","HWC","$3,354,645","3.53","951605","$80,451","-0.16%","3.67%","-10.31%","https://coinmarketcap.com/currencies/hollywoodcoin/"
621,"vTorrent","VTR","$3,313,908","0.287611","11522187","$3,698","-0.16%","3.10%","1.18%","https://coinmarketcap.com/currencies/vtorrent/"
622,"Hush","HUSH","$3,247,209","0.910727","3565513","$12,558","2.05%","1.36%","-20.62%","https://coinmarketcap.com/currencies/hush/"
623,"LOCIcoin","LOCI","$3,243,294","0.088813","36518110","$13,661","0.00%","4.70%","-13.34%","https://coinmarketcap.com/currencies/locicoin/"
624,"Riecoin","RIC","$3,242,115","0.076392","42440450","$62,237","-0.16%","3.14%","-7.43%","https://coinmarketcap.com/currencies/riecoin/"
625,"EuropeCoin","ERC","$3,238,647","0.322348","10047052","$2,633","-2.60%","2.68%","-4.91%","https://coinmarketcap.com/currencies/europecoin/"
626,"Upfiring","UFR","$3,235,643","0.201159","16085000","$45,124","11.26%","11.56%","2.38%","https://coinmarketcap.com/currencies/upfiring/"
627,"LuckChain","BASH","$3,163,608","0.004419","715868299","$1,105","-0.21%","-2.86%","-12.56%","https://coinmarketcap.com/currencies/luckchain/"
628,"HEROcoin","PLAY","$3,127,979","0.026273","119057249","$42,188","2.85%","7.85%","-9.72%","https://coinmarketcap.com/currencies/herocoin/"
629,"Monkey Project","MONK","$3,118,059","3.42","912305","$4,853","0.31%","5.61%","0.34%","https://coinmarketcap.com/currencies/monkey-project/"
630,"Creditbit","CRB","$3,117,233","0.188139","16568774","$52,413","0.17%","-2.69%","20.44%","https://coinmarketcap.com/currencies/creditbit/"
631,"Vezt","VZT","$3,082,849","0.065311","47202457","$14,148","-0.20%","-12.23%","-26.50%","https://coinmarketcap.com/currencies/vezt/"
632,"1World","1WO","$3,038,387","0.242415","12533826","$560,755","0.00%","1.10%","-17.10%","https://coinmarketcap.com/currencies/1world/"
633,"Cryptopay","CPAY","$3,036,422","0.045002","67473495","$679","0.12%","10.64%","-9.75%","https://coinmarketcap.com/currencies/cryptopay/"
634,"Nework","NKC","$2,988,105","0.028951","103214274","$3,102,450","-0.02%","-0.75%","-17.99%","https://coinmarketcap.com/currencies/nework/"
635,"Yocoin","YOC","$2,977,120","0.026535","112194700","$13,821","-2.99%","-14.58%","29.68%","https://coinmarketcap.com/currencies/yocoin/"
636,"Dether","DTH","$2,966,026","0.040911","72500000","$4,559","0.15%","-2.00%","-8.23%","https://coinmarketcap.com/currencies/dether/"
637,"Graft","GRFT","$2,925,820","0.017442","167744693","$27,168","-0.16%","0.18%","-26.91%","https://coinmarketcap.com/currencies/graft/"
638,"CannabisCoin","CANN","$2,923,308","0.037851","77231176","$65,519","-1.29%","10.73%","-2.60%","https://coinmarketcap.com/currencies/cannabiscoin/"
639,"Bonpay","BON","$2,888,194","0.255812","11290301","$108,627","3.30%","1.21%","-12.03%","https://coinmarketcap.com/currencies/bonpay/"
640,"HyperStake","HYP","$2,884,640","0.002438","1183170358","$5,727","-5.62%","-9.64%","-33.38%","https://coinmarketcap.com/currencies/hyperstake/"
641,"Zeitcoin","ZEIT","$2,868,676","0.000078","36971192345","$4,215","-0.26%","-15.64%","-32.01%","https://coinmarketcap.com/currencies/zeitcoin/"
642,"JET8","J8T","$2,850,124","0.010665","267230872","$8,980","-1.46%","8.08%","-17.78%","https://coinmarketcap.com/currencies/jet8/"
643,"Monoeci","XMCC","$2,806,035","0.897154","3127707","$5,159","-0.87%","3.24%","-14.32%","https://coinmarketcap.com/currencies/monacocoin/"
644,"Breakout","BRK","$2,800,132","0.149323","18752179","$7,644","-0.17%","0.61%","-23.68%","https://coinmarketcap.com/currencies/breakout/"
645,"Aigang","AIX","$2,737,410","0.141679","19321214","$8,232","-2.21%","-7.70%","-7.24%","https://coinmarketcap.com/currencies/aigang/"
646,"Lampix","PIX","$2,730,122","0.020175","135322017","$8,343","-1.84%","-0.10%","-20.19%","https://coinmarketcap.com/currencies/lampix/"
647,"Bowhead","AHT","$2,722,448","0.340306","8000000","$1,492","-0.15%","14.37%","21.08%","https://coinmarketcap.com/currencies/bowhead/"
648,"2GIVE","2GIVE","$2,713,446","0.005225","519365621","$5,571","-0.76%","2.38%","-16.13%","https://coinmarketcap.com/currencies/2give/"
649,"Tokenbox","TBX","$2,690,855","0.242618","11090913","$21,965","1.11%","-4.51%","-23.21%","https://coinmarketcap.com/currencies/tokenbox/"
650,"Quark","QRK","$2,647,843","0.010388","254901799","$1,383","-0.65%","-1.10%","-8.38%","https://coinmarketcap.com/currencies/quark/"
651,"COPYTRACK","CPY","$2,630,211","0.117720","22342937","$4,732","-1.57%","3.51%","-7.57%","https://coinmarketcap.com/currencies/copytrack/"
652,"Karbo","KRB","$2,628,992","0.468000","5617505","$11,337","-0.31%","-1.51%","-17.58%","https://coinmarketcap.com/currencies/karbo/"
653," Kzcash","KZC","$2,566,661","3.10","827043","$92,709","1.34%","-12.74%","10.52%","https://coinmarketcap.com/currencies/kzcash/"
654,"Altcoin","ALT","$2,537,189","20.60","123175","$1,368","-0.61%","11.68%","-8.91%","https://coinmarketcap.com/currencies/altcoin-alt/"
655,"Blitzcash","BLITZ","$2,533,885","0.612315","4138205","$36,107","-0.16%","10.67%","-3.94%","https://coinmarketcap.com/currencies/blitzcash/"
656,"ATLANT","ATL","$2,531,349","0.191406","13225026","$80,449","0.13%","0.52%","4.59%","https://coinmarketcap.com/currencies/atlant/"
657,"SpreadCoin","SPR","$2,529,581","0.257431","9826247","$44,480","-2.03%","3.38%","8.88%","https://coinmarketcap.com/currencies/spreadcoin/"
658,"Mercury Protocol","GMT","$2,488,920","0.014486","171809625","$3,414","0.15%","-16.98%","-30.44%","https://coinmarketcap.com/currencies/mercury-protocol/"
659,"Innova","INN","$2,472,898","0.986180","2507553","$18,253","-0.16%","5.81%","-4.21%","https://coinmarketcap.com/currencies/innova/"
660,"Global Crypto...","GCC","$2,461,310","0.003827","643148513","$11,154","-0.50%","14.76%","51.32%","https://coinmarketcap.com/currencies/global-cryptocurrency/"
661,"EXRNchain","EXRN","$2,460,972","0.000027","92500000000","$5,761","0.15%","3.56%","-16.18%","https://coinmarketcap.com/currencies/exrnchain/"
662,"Sharpe Platfo...","SHP","$2,450,979","0.151014","16230144","$7,219","0.06%","-10.56%","-18.86%","https://coinmarketcap.com/currencies/sharpe-platform-token/"
663,"Jiyo","JIYO","$2,438,563","0.124433","19597400","$41,360","4.50%","-11.51%","-19.30%","https://coinmarketcap.com/currencies/jiyo/"
664,"Jesus Coin","JC","$2,436,543","0.000141","17324557939","$4,821","90.61%","55.00%","23.09%","https://coinmarketcap.com/currencies/jesus-coin/"
665,"Masternodecoin","MTNC","$2,433,781","0.048647","50029821","$3,775","-0.16%","-2.35%","-32.45%","https://coinmarketcap.com/currencies/masternodecoin/"
666,"Obsidian","ODN","$2,418,793","0.096752","25000000","$20,823","-6.84%","4.43%","-27.25%","https://coinmarketcap.com/currencies/obsidian/"
667,"Coinlancer","CL","$2,387,110","0.033780","70666779","$12,883","5.75%","4.17%","4.59%","https://coinmarketcap.com/currencies/coinlancer/"
668,"MyWish","WISH","$2,369,774","0.125884","18825062","$4,892","2.83%","5.98%","-3.90%","https://coinmarketcap.com/currencies/mywish/"
669,"Vsync","VSX","$2,363,288","0.014719","160559294","$969","0.35%","-12.67%","8.70%","https://coinmarketcap.com/currencies/vsync-vsx/"
670,"Ergo","EFYT","$2,355,524","5.93","397300","$86,069","-0.16%","-5.92%","1.30%","https://coinmarketcap.com/currencies/ergo/"
671,"Verify","CRED","$2,332,019","0.175223","13308864","$1,637","3.55%","18.79%","-20.49%","https://coinmarketcap.com/currencies/verify/"
672,"XGOX","XGOX","$2,330,546","0.001251","1862291770","$2,191","-0.15%","3.96%","-36.53%","https://coinmarketcap.com/currencies/xgox/"
673,"Anoncoin","ANC","$2,329,494","1.10","2110317","$5,411","87.18%","170.25%","132.45%","https://coinmarketcap.com/currencies/anoncoin/"
674,"Sharechain","SSS","$2,319,916","0.001034","2244023561","$591","-0.16%","0.61%","-12.90%","https://coinmarketcap.com/currencies/sharechain/"
675,"TrustPlus","TRUST","$2,316,562","0.072197","32086595","$69,403","0.64%","16.09%","12.01%","https://coinmarketcap.com/currencies/trustplus/"
676,"Magnet","MAG","$2,305,361","0.104387","22084752","$10,040","-0.54%","14.81%","-25.76%","https://coinmarketcap.com/currencies/magnet/"
677,"Regalcoin","REC","$2,300,417","0.179734","12799009","$5,393","-0.44%","4.10%","-23.64%","https://coinmarketcap.com/currencies/regalcoin/"
678,"BuzzCoin","BUZZ","$2,287,796","0.000120","19137206154","$3,556","59.58%","-12.52%","-13.44%","https://coinmarketcap.com/currencies/buzzcoin/"
679,"eBoost","EBST","$2,278,520","0.113926","20000000","$50,798","1.82%","6.42%","-4.31%","https://coinmarketcap.com/currencies/eboostcoin/"
680,"Carboncoin","CARBON","$2,269,168","0.000147","15392019034","$518","-0.14%","11.22%","-15.08%","https://coinmarketcap.com/currencies/carboncoin/"
681,"TeslaCoin","TES","$2,202,572","0.029438","74820207","$828","-1.88%","-8.48%","-4.00%","https://coinmarketcap.com/currencies/teslacoin/"
682,"MCAP","MCAP","$2,201,484","0.209865","10490000","$411,775","0.36%","-5.72%","-31.97%","https://coinmarketcap.com/currencies/mcap/"
683,"e-Gulden","EFL","$2,182,824","0.131702","16573964","$2,613","3.99%","3.17%","-4.11%","https://coinmarketcap.com/currencies/e-gulden/"
684,"BitWhite","BTW","$2,177,216","0.059936","36325371","$25,442","-1.58%","-7.79%","9.44%","https://coinmarketcap.com/currencies/bitwhite/"
685,"Bitzeny","ZNY","$2,174,915","0.028763","75614500","$22,628","-3.49%","4.17%","7.09%","https://coinmarketcap.com/currencies/bitzeny/"
686,"FORCE","FOR","$2,171,488","0.017965","120869912","$20,024","-0.16%","0.29%","-13.74%","https://coinmarketcap.com/currencies/force/"
687,"AudioCoin","ADC","$2,161,575","0.002507","862346668","$3,957","-0.15%","-8.36%","-20.22%","https://coinmarketcap.com/currencies/audiocoin/"
688,"Crave","CRAVE","$2,156,025","0.145527","14815290","$2,877","-0.74%","-2.82%","-28.58%","https://coinmarketcap.com/currencies/crave/"
689,"EverGreenCoin","EGC","$2,150,924","0.161465","13321301","$3,206","1.96%","5.30%","-9.23%","https://coinmarketcap.com/currencies/evergreencoin/"
690,"Sexcoin","SXC","$2,150,194","0.016994","126526645","$2,107","-1.69%","2.48%","-5.79%","https://coinmarketcap.com/currencies/sexcoin/"
691,"ChainCoin","CHC","$2,144,636","0.143364","14959375","$2,532","-3.60%","2.54%","-7.91%","https://coinmarketcap.com/currencies/chaincoin/"
692,"HunterCoin","HUC","$2,140,646","0.096999","22068770","$7,381","0.77%","-0.57%","-21.05%","https://coinmarketcap.com/currencies/huntercoin/"
693,"TrezarCoin","TZC","$2,129,873","0.022251","95718600","$2,891","-0.39%","-7.82%","-27.24%","https://coinmarketcap.com/currencies/trezarcoin/"
694,"CHIPS","CHIPS","$2,113,427","0.100937","20938082","$2,420","-73.01%","-74.62%","-72.42%","https://coinmarketcap.com/currencies/chips/"
695,"Bitcoin Green","BITG","$2,102,221","3.42","614078","$189,858","0.28%","0.24%","3.31%","https://coinmarketcap.com/currencies/bitcoin-green/"
696,"Social Send","SEND","$2,094,780","0.065309","32074754","$8,108","-6.96%","32.02%","6.57%","https://coinmarketcap.com/currencies/social-send/"
697,"REAL","REAL","$2,078,266","0.206673","10055817","$18,456","-0.06%","-9.06%","1.00%","https://coinmarketcap.com/currencies/real/"
698,"IncaKoin","NKA","$2,025,073","0.000147","13758410139","$1,012","-0.16%","0.27%","-1.16%","https://coinmarketcap.com/currencies/incakoin/"
699,"Bitswift","SWIFT","$2,019,253","0.519805","3884635","$3,861","-0.15%","-1.54%","-13.78%","https://coinmarketcap.com/currencies/bitswift/"
700,"PutinCoin","PUT","$1,982,531","0.004793","413649516","$1,935","-1.18%","-1.70%","-9.42%","https://coinmarketcap.com/currencies/putincoin/"
701,"Qvolta","QVT","$1,978,335","0.285056","6940163","$1,240","0.43%","-5.24%","-2.79%","https://coinmarketcap.com/currencies/qvolta/"
702,"MicroMoney","AMM","$1,961,313","0.193057","10159242","$222,263","-0.54%","-1.35%","-10.85%","https://coinmarketcap.com/currencies/micromoney/"
703,"MaxCoin","MAX","$1,953,448","0.031791","61445805","$4,894","-3.12%","-13.66%","103.42%","https://coinmarketcap.com/currencies/maxcoin/"
704,"Rupaya","RUPX","$1,949,608","0.127356","15308335","$14,764","-1.14%","-3.04%","-17.97%","https://coinmarketcap.com/currencies/rupaya/"
705,"Stipend","SPD","$1,934,967","0.860994","2247364","$27,350","0.25%","7.96%","-24.85%","https://coinmarketcap.com/currencies/stipend/"
706,"Privatix","PRIX","$1,926,258","1.63","1182668","$2,293","0.03%","-2.71%","-21.39%","https://coinmarketcap.com/currencies/privatix/"
707,"BitBoost","BBT","$1,872,306","0.144542","12953369","$672","-0.16%","62.22%","17.07%","https://coinmarketcap.com/currencies/bitboost/"
708,"Speed Mining ...","SMS","$1,853,141","17.70","104680","$36,446","-3.14%","27.04%","14.70%","https://coinmarketcap.com/currencies/speed-mining-service/"
709,"Magi","XMG","$1,839,073","0.236321","7782098","$13,260","-0.46%","4.57%","-4.93%","https://coinmarketcap.com/currencies/magi/"
710,"Zero","ZER","$1,827,911","0.680832","2684820","$15,549","-6.54%","-13.05%","-28.34%","https://coinmarketcap.com/currencies/zero/"
711,"LatiumX","LATX","$1,816,591","0.024431","74356601","$4,747","0.85%","-10.84%","-42.66%","https://coinmarketcap.com/currencies/latiumx/"
712,"FLiK","FLIK","$1,791,553","0.029798","60123682","$17,530","-18.79%","-29.05%","-47.53%","https://coinmarketcap.com/currencies/flik/"
713,"MarteXcoin","MXT","$1,789,679","0.610174","2933063","$1,264","-0.06%","27.21%","-14.78%","https://coinmarketcap.com/currencies/martexcoin/"
714,"Ignition","IC","$1,776,835","3.94","450595","$14,308","14.97%","24.61%","18.28%","https://coinmarketcap.com/currencies/ignition/"
715,"ProCurrency","PROC","$1,702,682","0.017442","97619081","$134,551","-0.16%","-7.76%","2.80%","https://coinmarketcap.com/currencies/procurrency/"
716,"FlypMe","FYP","$1,687,567","0.095674","17638681","$549","-0.17%","0.27%","-9.96%","https://coinmarketcap.com/currencies/flypme/"
717,"Rupee","RUP","$1,671,833","0.072953","22916450","$3,949","2.03%","-4.61%","-16.35%","https://coinmarketcap.com/currencies/rupee/"
